id|gloss
01_0523|الان صباح الان تعب مرض بطن الم
01_0524|تفضل زياره ام وصول منزل سبب انا مرض برد
01_0525|انا قدره خزانه تعليق الان الخميس
01_0526|ام انا اعطاء شوربه
01_0527|اعطاء اخ خزانه تعليق ملابس
01_0528|هو فلاح حوض هذا سوال هذا بيض
01_0529|هذا عطاء اب سوال طاوله تعليق خزانه
01_0530|انا حزين سبب اسره بعيد
01_0531|انا سعيد سبب جو اضاءه واضح شمس
01_0532|الان اطفال مع اخذ ذهاب مدرسه انا
01_0533|ماضي عمل تعب صيف الان راحه سعيد
01_0534|انا اخت بنت رغبه خياطه ملابس
01_0535|استفهام اسم هو كلب قصير اسم
01_0536|لا ماضي بطن الم لا_يوجد
01_0537|انا سعيد سبب الحمدلله الان راس الم لا_يوجد
01_0538|الان مطر مشاهده صعب مشكله سبب مظله لا_يوجد
01_0539|انا رغبه لا تعليق خزانه تعليق رغبه لا
01_0540|وجوب هو الان نوم
01_0541|استفهام هو رغبه بيض ملح تذوق حار مع
01_0542|انا اب هو رغبه بيض مع تذوق حار لا
01_0543|انا رغبه منزل صغير مع فتح هواء
01_0544|وجوب الان استيقاظ خبز ساعه اربع ربع صباح كل_يوم
01_0545|الان اكل كل_يوم ممكن
01_0546|انا الان لقاء صديق قديم منقط قديم
01_0547|لا دخان مع عمل دخان لا
01_0548|الان يوم ولاده تاريخ سوال شهر ماضي
01_0549|انا شراء تذكره اربع سبب دخول فتح منقط قديم
01_0550|رغبه بحث رغبه بنت زواج
01_0551|انا اخ ابن طويل
01_0552|اخ خال بنت ابن مولود موت ماضي
01_0553|انا ولد_عم انا كره مدرسه بعيد
01_0554|انا ابن بنت دجاج شوي
01_0555|انا ابن استيقاظ وقت قبل
01_0556|اب تدريب مستمر صدقه دفع فقير دفع مستمر
01_0557|انا اب اخبرني قول رغبه لون سوال
01_0558|انا اب اخ ولد_عم جميع عمل حداده حديد
01_0559|انا اب عمل رقم سوال وزاره تصليح
01_0560|اخ بنت معلم كيمياء سوال ثانوي
01_0561|انا اخ اختيار بنت شباب وجه جميل
01_0562|انا اخ خاص تخصص تدريب قراءه_شفاه كلام
01_0563|انا اخ حزين سبب هو مع ذهاب مباراه كره_قدم
01_0564|انا اخ رسم تصميم علم السعوديه كتاب مدرسه
01_0565|انا اخ معلم صم
01_0566|انا اسره ام اب ثلاث بنت ولد ثلاث بنت اثنان
01_0567|انا صلاه خمس وقت اتقان
01_0568|انا طاعه ام اب
01_0569|انا معرفه رياضه فائده جسم
01_0570|اسبوع قريب ترفيه حفل ولد_عم زواج
01_0571|حمايه السعوديه ملاحقه تجاره مخدرات
01_0572|اسبوع_قادم انا طياره سبب عمره احرام
01_0573|اسبوع_قادم قريب اب وصول الرياض
01_0574|بنت شخص هو حب لون وردي لون بنفسجي لون اصفر لون فضي
01_0575|شخص بنت حب موسيقى
01_0576|دخان تدخين هو ممنوع قريب بنزين
01_0577|جميع حب سوال ولد شخص كريم
01_0578|ولد اشخاص السعوديه ملابس غتره عقال
01_0579|رحله سعيد جميع سعيد
01_0580|رحمه جميع انسان اشخاص مسلم
01_0581|الرياض عاصمه السعوديه
01_0582|ضباب حادث
01_0583|طريق منزل امام قريب
01_0584|شخص عمل هو شخص رسم منزل صبغ لون ابيض
01_0585|قرد اكل موز
01_0586|كتاب فوق تعليق تعليق خزانه ملابس
01_0587|لون احمر لون دم
01_0588|الان ليل غيوم زياده
01_0589|شرب ري حديقه
01_0590|محامي دعم حق
01_0591|مخدرات انواع سبب مشكله خطر جسم انسان
01_0592|بنت خوف سوال ثعبان
01_0593|معلم هو تعليم مدرسه اشخاص سوال مكان مدرسه
01_0594|ملك السعوديه زياره سوال فرنسا
01_0595|انسان سعيد سبب اجازه عيد ذبح
01_0596|انسان جميع ابتسامه سبب قريب شهر رمضان
01_0597|شخص ولد شراء زهره تقديم ام
01_0598|شخص ولد هو حب لون اسود لون رمادي ذهبي ازرق بني
01_0599|الان صيف اكل مكرونه كوسا دجاج
01_0600|الان عم زياره عوده منزل
01_0601|الان مدرسه الان معرفه رياضه فائده جسم
01_0602|جد هو حب لون احمر شديد
01_0603|انا ام قدره وجه قدره عالم
01_0604|انا ام شراء متر عشرين م ت ر قماش
01_0605|انا ام خلط صيف اكل خلط سوال تقطيع رز سوال دجاج شواء
01_0606|انا حب السعوديه عربيه جميع
01_0607|انا رغبه ذهاب سوال وقت سبع ربع
01_0608|انا رغبه ذهاب طياره موقع فرنسا
01_0609|انا شرب ماء نظيف
01_0610|انا زكام اسبوع واحد
01_0611|انا عمل عشر_ساعات كل_يوم هو تعب
01_0612|انا الان ذهاب سوال شراء صيدليه
01_0613|انا ماضي مشاهده قرد جميل
01_0614|انا مساعده شخص كفيف
01_0615|انا سعيد سبب زواج صديق ع ل ي انا لا
01_0616|انا زواج ابن بنت عمر اربع_عشر سن ولد هو عمر احد_عشر سن
01_0617|انا مفلس مال لا_يوجد سبب راتب قليل شهر لا_يوجد
01_0618|انا خال مع ذهاب زهره
01_0619|هو تفضل ذهاب مسجد خطوات يمين
01_0620|هو مدرسه تركيز سبب بعد ج اختبار قدره
01_0621|هو شراء حمص فلافل
01_0622|هو ماضي مشاهده تلفاز فيلم سينما هو
01_0623|هو خبير لغه اشاره ماشاءلله
01_0624|انت كذب كثير هو
01_0625|انسحاب تدريب دوره لغه اشاره موقع شرطه
01_0626|تفضل منزل جار
01_0627|جميع تعب اعاقه
01_0628|انا مشاركه مع اخ
01_0629|ماضي انا ذهاب شركه اتصالات
01_0630|ماضي زياره تفضل منزل
01_0631|ليل سياحه ممنوع
01_0632|بعد اكل انتهاء انسحاب وجوب موقع نظيف سرعه
01_0633|بعد اسبوع اثنان اب وصول الرياض
01_0634|منزل انا امام مسجد
01_0635|تذكره كاس عالم مال سوال
01_0636|جد خلف مساعده قطف حبه اسود زيتون
01_0637|جد انا اخ سعيد سبب اب وصول صحه
01_0638|خال رئيس جمعيه صم سوال المغرب
01_0639|انا خال زهره حديقه زهره
01_0640|داخل سياحه ممنوع اكل عصير انواع
01_0641|انا مشاهده منزل جميل الرياض لون اصفر باب لون اسود
01_0642|شخص ولد مسعف اسعاف احمر مساعده انسان
01_0643|انا سعيد عمل مع صم
01_0644|الان لقاء وقت احد_عشر نصف
01_0645|مشاهده رسم لون انواع
01_0646|صخر هو جبل تدحرج اسفل
01_0647|سمع جرس الم
01_0648|فيل صوت غير
01_0649|مدرسه شخص هو خوف اختبار هو
01_0650|رقم اسره هو سوال
01_0651|رقم تفضل ترفيه حفل الف اعلى
01_0652|هو اكل قبل بعد وجوب غسل_يد
01_0653|سجن انا مشاهده شاب بكاء
01_0654|صين منطقه هو جميع انسان حب رز مكرونه
01_0655|انا عمل صديق هو كسل تعب فاضي هو
01_0656|انا لقاء عمل مسوول هو قول غدا عوده
01_0657|قبل ذهاب منزل وجوب ضغط جرس
01_0658|قبل سن عشر ماضي انا ذهاب حج مع مركز صم
01_0659|كل_يوم قبل صباح انا استيقاظ
01_0660|ماشاءلله انت ممتاز
01_0661|عمل طياره هو شخص تعامل ابتسامه
01_0662|شخص عمل خوف تعيين
01_0663|انا جميع دعم صديق صم
01_0664|رقم نسبه فاضي عمل لا_يوجد رقم زياده كل_سنه
01_0665|نعم ماضي مشاهده فيلم سينما جميل واضح
01_0666|انا محفظه داخل
01_0667|هو شخص قبيح
01_0668|هو مدرسه جامعه انسحاب استفهام
01_0669|استفهام هو كلام حق
01_0670|كل_يوم اخت بنت استيقاظ قبل صلاه صباح
01_0671|سن مستمر جميع خير جميع
01_0672|انا حب صفحه قصص قراءه
01_0673|استفهام هو نيه حب سوال
01_0674|انا رقم مال شركه خاص
01_0675|استفهام سوال موقع طياره
01_0676|تاريخ سوال طياره وقت
01_0677|استفهام طريقه ازدحام
01_0678|انا رغبه شراء بقره ابن مولود
01_0679|استفهام بنك الان مفتوح
01_0680|لا مفلس مال لا_يوجد مظله
01_0681|استفهام سوال معلم لغه عربيه
01_0682|ابن بنت حب معلم مدرسه
01_0683|انا حفظ طياره فندق انا خاص
01_0684|استفهام غرفه فاضي_2 هو
01_0685|انا لا حب دخان
01_0686|انا حزن سوال سكر نسبه رخيص
01_0687|انا رغبه دواء زكام صدر
01_0688|انا ابن صدر راس الم
01_0689|سياره نافذه ضرب كسر_نافذه هو
01_0690|انا جوال عطل
01_0691|انا حب ذهاب بحر وقت اربع_العصر
01_0692|انا ذهاب اسره مع اسره مع سوال ابها تاريخ صيف
01_0693|انا منزل ايجار صغير
01_0694|انا عمل لا_يوجد
01_0695|انا خاص شهاده ثانوي
01_0696|استفهام هو خبره شهاده يوجد
01_0697|انا عقل خبره شهاده لا_يوجد
01_0698|استفهام سياره هو سوال اسم
01_0699|انا سياره لا_يوجد
01_0700|انا رغبه شراء سياره لون رمادي
01_0701|انا رغبه اجازه عمل
01_0702|رقم وقت طويل اجازه
01_0703|تاريخ فتح اجتماع
01_0704|لا تاخير اجتماع
01_0705|انا مدير طيب
01_0706|هو صديق هو مساعده عمل
01_0707|انا الان عمل قدره
01_0708|انا لا زواج لا_يوجد
01_0709|انا مع ام اب اخ مع
01_0710|الان لقاء بنت خال ابن ماضي
01_0711|انا ذهاب مع اخ شركه اتصالات
01_0712|انا رغبه شراء سكر عسل لوحه بقاله
01_0713|انا مال انا لا_يوجد
01_0714|انا رغبه فتح رقم حساب بنك
01_0715|انا اخ بنت عمل د سن
01_0716|انا اخ ولد مدرسه خطه الصين
01_0717|انا ضياع محفظه مال
01_0718|انا رغبه رقم محامي ذكي
01_0719|انا قدره حج سن ماضي
01_0720|انا اخ انتهاء سجن افراج
01_0721|الان مدرسه موضوع الان كيمياء صعب الان
01_0722|حبه اسود ز ي ت و ن حبه فائده جسم
01_0723|استفهام سوال موقع بنزين
01_0724|منطقه المغرب جميل
01_0725|انا حب اخضر تقطيع نار رز مع خلط
01_0726|انا مشاهده ثعبان صخره تحت مشاهده
01_0727|انا رغبه لا فلافل
01_0728|انا اخ حب حمص
01_0729|انا شراء ام عطر تقديم
01_0730|فرنسا قدره كاس كره_قدم عالم
01_0731|انا شراء اخ بنت ساعه لون فضي ذهبي بنفسجي
01_0732|استفهام قدره خزانه
01_0733|لا هو لا مال اعطاء الباقي
01_0734|كيفيه وصول موقع قطار باص
01_0735|استفهام هو ترتيب واضح اعاده
01_0736|استفهام انا قدره دخول
01_0737|استفهام رقم مال عطر
01_0738|كيفيه وصول مكتبه موقع
01_0739|عطر ضياع اعاقه
01_0740|استفهام انا قدره حذاء دخول قدره
01_0741|حذاء كبير رغبه صغير
01_0742|استفهام هو جاكيت كبير
01_0743|رغبه سوال جاكيت نظر تجربه قياس لون احمر
01_0744|انا رغبه حذاء مقاس رقم اربعون
01_0745|انا مشاهده فستان نظر سعيد لا
01_0746|فستان ملابس صغير
01_0747|رقم شرطه جوال
01_0748|شخص شعار احمر اسعاف سرعه
01_0749|مباره كاس عالم الان ممتاز
01_0750|يوم الخميس مع اب سوال حديقه
01_0751|انا اخ رغبه رسم كتاب
01_0752|خلط جد ماضي لذيذ
01_0753|طفل طفل بكاء سبب جوع
01_0754|اعطاء ملح استئذان
01_0755|بحر امتلاء ازدحام
01_0756|وجوب جميع كلام صدق مستمر
01_0757|لا خوف ثعبان
01_0758|حديد حداد عمل ثقيل تعب
01_0759|صغير رمي سوال قط
01_0760|انا اخ مشكله عم ابن مشكله
01_0761|جد انا موت يوم الاربعاء
01_0762|انا اخ استفراغ مدرسه يكره
01_0763|انا ابن دجاج شواء ثاني سمكه شواء
01_0764|انا اب عم عمل حداد حديد
01_0765|خال عمل وزاره تصليح
01_0766|انا رسم علم السعوديه سوال مدرسه داخل
01_0767|انا مستمر مشي كل_يوم رياضه
01_0768|سبعه اسبوع_الماضي انا عمره احرام
01_0769|انا اب غتره عقال
01_0770|استفهام عاصمه السعوديه
01_0771|غيوم ثقيل بعد مطر
01_0772|تاجر تجاره مخدرات وصول سجن
01_0773|معلم تعليم مدرسه قراءه
01_0774|اجازه عيد اجازه ذبح غدا فتح
01_0775|انا حب شهر رمضان
01_0776|رغبه جميع شراء دجاج كوسا مربى
01_0777|غدا ولد_عم تفضل زياره منزل انا
01_0778|الان مدرسه الان معرفه رسم
01_0779|انا رغبه شراء عشرون متر م ت ر قماش
01_0780|انا ام الان صباح اكل خلط
01_0781|انا حب السعوديه
01_0782|انا ذهاب وقت اربع
01_0783|انا رغبه ذهاب طياره سوال المغرب
01_0784|انا زكام اسبوع_ماضي
01_0785|انا عمل وقت ثمان_ساعات كل_يوم
01_0786|انا ذهاب صيدليه مع اب
01_0787|شخص ولد هو كفيف وجوب مساعده
01_0788|انا اخ بنت زواج ابن عمر سن اثنان
01_0789|سبب راتب شهر
01_0790|انا اخ مدرسه تركيز
01_0791|استفهام هو رغبه مشاهده فيلم سينما تلفاز مشاهده
01_0792|انا منزل جانب هذا ولد كريم طيب
01_0793|سبب جميع تعب اعاقه سبب
01_0794|مشاركه مع اخ بنت تكنيس نظيف منزل
01_0795|سياحه ترفيه ممنوع الان
01_0796|بعد اكل وجوب صحن غسل نظيف
01_0797|بعد غدا سفر اخ سوال وصول ابها
01_0798|رغبه تذكره كاس عالم
01_0799|اختيار اسود صباح
01_0800|اب انا رئيس جمعيه صم السعوديه
01_0801|انا مشاهده منزل جميل لون رمادي اصفر
01_0802|استفهام سمع جرس
01_0803|مدرسه هو قدره اختبار
01_0804|رقم هو اخ
01_0805|رقم حفل مدرسه اشخاص رقم اثنان ثلاث_اصفار
01_0806|انا اكل خفيف اكل
01_0807|رقم سجن قضبان
01_0808|ذهاب حج ماضي سن ثلاث_سنوات مع اب
01_0809|كل_يوم قبل صباح قراءه قران كتاب
01_0810|انا حب صديق صم
01_0811|رقم نسبه فاضي عمل لا_يوجد مجتمع
01_0812|انا مشاهده فيلم سينما طويل
01_0813|شخص هو طير هو قبيح
01_0814|وجوب كلام صدق مستمر
01_0815|انا ام استيقاظ صباح قبل سبب خلط اكل
01_0816|لا هو فاضي
01_0817|انا نوم ليل وقت تسع ليل
01_0818|انا حب لون ذهبي كره لون فضي
01_0819|انا اسم ع ل ي هو اسم سوال
01_0820|انا مدرسه قراءه قران كتاب
01_0821|انا اخ بنت حب لون بنفسجي ام حب لون رمادي
01_0822|انا حب صلاه قراءه مدرسه
01_0823|اكل خلط مستشفى فائده
01_0824|اخ بنت ابن طفل جميل
01_0825|انا اخ طياره سوال فرنسا الان صيف
01_0826|حقيبه_يد حقيبه_ظهر مدرسه ثقيل
01_0827|انا اخ معرفه سياره بنت
01_0828|انا مساعده جد ري حديقه
01_0829|مساعده جد ولد مشي مساعده
01_0830|لا انا صديق لا_يوجد مدرسه
01_0831|كيفيه معرفه لغه اشاره
01_0832|وجوب وضوء قبل الصلاه
01_0833|انا ولد_عم مع ذهاب صيد سمكه
01_0834|انا انف منزل جار
01_0835|انا زياره اقارب غدا
01_0836|خال بنت هو مدير مدرسه
01_0837|انا حب اكل منزل
01_0838|انا حفظ قران مدرسه سوال مدرسه موقع
01_0839|انا مدرسه مركز معرفه مركز لغه انجليزيه
01_0840|انا رغبه مساعده معرفه مدرسه
01_0841|انا ذهاب مركز لغه انجليزيه كل_يوم
01_0842|انا ذهاب منزل صديق بنت يوم السبت
01_0843|لا اكل قبل نوم
01_0844|انا حب سوال سمع موسيقى صباح
01_0845|جد ولد ذهاب سوال صلاه الجمعه
01_0846|انا ابن مشي سوال بحر
01_0847|انا رغبه جديله صبغ لون سوال ذهبي
01_0848|اخ انا موت اسبوع_ماضي الله رحمه
01_0849|انا سياحه مدرسه سوال منقط قديم
01_0850|تاريخ سوال يوم اجازه السعوديه علم يوم
01_0851|انا رغبه شراء حفيد ترفيه تقديم
01_0852|جد انسحاب مستشفى الان
01_0853|لا رغبه حب اقارب خال بنت ابن هو كذب
01_0854|استفهام هو ابن بنت ذهاب مدرسه
01_0855|عمر بنت اخ طفل عمر سنه نصف
01_0856|تاريخ سوال مدرسه انسحاب
01_0857|وجوب ان دواء صباح
01_0858|باص مدرسه وقت وصول منزل سبعه صباح
01_0859|جد بنت مدرسه قراءه جهل
01_0860|انا رغبه شراء غتره عقال سبب عيد اجازه
01_0861|سياره غسل صباح
01_0862|منزل امام هنا بحر
01_0863|انا شرب اضافه جسم كل_يوم صباح
01_0864|مدرسه سباحه معرفه ممتاز
01_0865|جبل صعود ثقيل
01_0866|الاثنين يوم ماضي ذهاب مستشفى
01_0867|عيد اجازه ذبح
01_0868|اب انا بناء مسجد كبير
01_0869|طفل هو معرفه سباحه
01_0870|صلاه مسجد داخل قدره
01_0871|استفهام د قول سوال
01_0872|ابن اكل مستشفى لا
01_0873|استفهام كتابه هذا هو
01_0874|كتاب هذا كسل امتلاء
01_0875|انا مترجم لغه سرعه معرفه لا
01_0876|نوم داخل طياره داخل نوم سعيد لا
01_0877|انا مشاهده غدا ان_شاء_لله
01_0878|طفل بكاء زياده
01_0879|انا لقاء قدره
01_0880|عمر جد بنت سن مئه
01_0881|هو حب ايس_كريم صح
01_0882|انا حب اكل طعم فلفل مع رز رغبه لا
01_0883|استفهام هو سوال سعيد هو اب هو سعيد قدره
01_0884|ذهاب استفهام ذهاب جد بنت زياره ذهاب هو
01_0885|نعم اخ صم
01_0886|استفهام هو اخ صم هو
01_0887|استفهام هو ابن هو
01_0888|زوج انا ملابس كوي عمل هو لون بني
01_0889|ملابس تعليق
01_0890|انا رغبه شراء فيلا مع زهره كبير
01_0891|ماضي انا سمع الم
01_0892|وصول سرير خوف غدا
01_0893|شوربه هو طبخ جد بنت طعم لذيذ
01_0894|طاوله كسر
01_0895|انا رغبه د سمع
01_0896|غيوم شمس ابها شمس
01_0897|زوج ولد هو اخذ سوال مدرسه
01_0898|رغبه شراء تيشيرت تنوره لون ابيض
01_0899|انا اخ بنت كبير رغبه خياطه
01_0900|جد اب انا عمل خبز
01_0901|هو مشي نادل وصول سوال باص
01_0902|انا اب مع طياره فرنسا صيف الان
01_0903|لا الان لون ملابس تيشيرت لون بني لا
01_0904|فستان طويل
01_0905|مباراه عالم الان مشاهده كسل امتلاء
01_0906|يوم الخميس مع مستشفى اب ذهاب مستشفى
01_0907|خلط ام طعم لذيذ
01_0908|لا خوف قط
01_0909|طفل ضرب هو كلب
01_0910|اخ ابن صغير
01_0911|جد ولد مستمر صدقه فقير متسول
01_0912|انا اخ بنت معلم اطفال
01_0913|انا اخ كل_يوم الاربعاء ذهاب قراءه_شفاه معرفه
01_0914|ابن انا ابتسامه سعيد سبب ذهاب مشاهده مباراه كره_قدم
01_0915|انا اخ بنت هو معلم صم
01_0916|اسره ام اب اخ ولد ثلاث
01_0917|وجوب ان الصلاه خمس وقت اتقان
01_0918|انا حب ام اب اخ بنت طفل
01_0919|شهر قريب ترفيه حفل زوج اخ
01_0920|حمايه السعوديه حمايه شعب السعوديه
01_0921|شهر قريب ام وصول منطقه الرياض
01_0922|اخ ولد لون فضي اصفر بني
01_0923|اخ رغبه موسيقى
01_0924|ممنوع دخان داخل مدرسه
01_0925|عم ولد طيب كريم
01_0926|سياحه تعب
01_0927|رحمه جميل رحمه
01_0928|مطر ضباب سبب حادث
01_0929|طريق ذهاب وصول سوال طياره خطر
01_0930|شخص هو عامل هو صبغ مسجد لون ابيض
01_0931|قرد قفز شجر
01_0932|قلم تحت خزانه تعليق ملابس
01_0933|استفهام لون دم ال د م
01_0934|جد ولد ري حديقه
01_0935|حمايه محامي كلام صدق
01_0936|قط خوف ثعبان
01_0937|ملك سعوديه هو زياره الصين منطقه
01_0938|اب شراء زهره تقديم ام
01_0939|انا اخ حب لون اصفر
01_0940|انا شرب ماء بارد
01_0941|انا مشاهده طير جميل صباح
01_0942|انا سعيد سبب زواج اخ بنت
01_0943|ملابس اخ شماغ عقال
01_0944|انا مشاهده فلافل حمص مشاهده لا_يوجد
01_0945|اب انا مستشار خبير لغه اشاره
01_0946|هو ولد هو كذب
01_0947|الان انسحاب خلاص لغه دوره لغه اشاره
01_0948|انا رغبه ذهاب شركه اتصالات
01_0949|زياره شخص اخر صباح
01_0950|منزل امام مدرسه
01_0951|انا سعيد سبب ام وصول سفر صحه
01_0952|جد ولد حديقه زهره
01_0953|داخل مسجد ممنوع اكل شرب
01_0954|شرطه هو مساعده اشخاص انسان
01_0955|انا اخ بنت سعيد سبب عمل مع صم
01_0956|انا لقاء ساعه احد_عشر نصف كوفي
01_0957|انا مشاهده رسم ماضي
01_0958|شجر كبير جبل سقوط
01_0959|استفهام اسم صوت فيل
01_0960|فرنسا مشاهده جميع انسان حب سوال بيتزا تقطيع
01_0961|مشاهده فيلم سينما عرض امتلاء
01_0962|د كلام لي ثلاث_ايام اعاده عوده
01_0963|قبل دخول اخ وجوب دق_الباب
01_0964|ماشاءالله هو ذكي
01_0965|عمل بنك شخص هو معروف تعامل ابتسامه
01_0966|كيفيه طبخ بيتزا تقطيع مهاره سوال
01_0967|انا رغبه شراء محفظه مال
01_0968|هو كلب هو قبيح
01_0969|كيفيه وصول سياحه بقاله
01_0970|انا رغبه مترجم لغه اشاره
01_0971|انا مع اسره ذهاب زهره
01_0972|انا ذهاب صيدليه مع ام
01_0973|انا اب بيع منزل
01_0974|انا حب اخ ولد هو ابن طفل
01_0975|انا حب اخ كبير
01_0976|انا حب اكل مستشفى ضبط
01_0977|انا ابن عمل شرطه
01_0978|انا كره هو صيف
01_0979|هو استفهام رقم عمر سن اخ طفل بنت
01_0980|جد قدره جد بنت قراءه علم
01_0981|انا غسل ملابس غسل صباح
01_0982|انا اخ صبغ لون وردي
01_0983|معلم كيمياء تعليم ممتاز
01_0984|استفهام معلم كلام سوال
01_0985|شخص ولد هو ايس_كريم
01_0986|ولد هو ترفيه دراجه
01_0987|انا اب نداء اخ
01_0988|انا ام لا_2 لغه اشاره
01_0989|هو شخص هو طيب
01_0990|استفهام سوال موقع شركه سوال
01_0991|عم ولد شراء تقديم حاسب لاب_توب
01_0992|انا اب حب سوال سمكه مع رز
01_0993|اكل طاوله
01_0994|زوج بنت هو كوي ملابس
01_0995|استفهام هو مدرسه مكان اسم
01_0996|وصول دراجه اختيار غدا
01_0997|كل_يوم صباح قهوه كوفي شرب
01_0998|جد بنت حمى برد
01_0999|تعليق ملابس خزانه تعليق كسر
01_1000|تقديم حديقه فلاح سله جزر انواع
02_0501|كيفيه كيمياء تقطيع ذوبان ز ب د ه
02_0502|ولد طلب بيتزا تقطيع حار
02_0503|اخ هو رغبه طلب شاي مع بقره
02_0504|انا رغبه دراجه اختيار
02_0505|سوال هو يوجد دهن ذوبان ز ب د ه
02_0506|تنبيه سوال طفل هو طريقه سينما عرض 
02_0507|سوال ولد هو طريقه طريق مركز
02_0508|عوده خدمه مساعده سوال يوم الاربعاء اكل لوحه
02_0509|شخص مدرسه سياره يوم الجمعه
02_0510|استفهام سوال مشاهده قدره حذاء مشي حذاء سوال
02_0511|مشي وصول الان سوال سياره
02_0512|انا اخ سامع معرفه لغه اشاره
02_0513|انا انتظار وصول بقره اصلي
02_0514|اعطاء هذا مال رخيص لا
02_0515|الان تساقط حبه صغير ابيض تساقط زياده يوم الاثنين
02_0516|الان اخ صغير مجامله عنايه طفل مولود
02_0517|انا قدره غسل خزانه تعليق كل_سنه ثلاث_سنوات
02_0518|انا ايجار غسل كنس نفسي سبب خدمه مرض هو
02_0519|استفهام هو رغبه هو عسل او سكب
02_0520|كل_يوم الاحد مستمر جد خياطه ملابس
02_0521|انا خزانه تعليق جميل
02_0522|انا منزل فيلا راحه مع سوال زهره
02_0523|الان صباح الان تعب مرض بطن الم
02_0524|تفضل زياره ام وصول منزل سبب انا مرض برد
02_0525|انا قدره خزانه تعليق الان الخميس
02_0526|ام انا اعطاء شوربه
02_0527|اعطاء اخ خزانه تعليق ملابس
02_0528|هو فلاح حوض هذا سوال هذا بيض
02_0529|هذا عطاء اب سوال طاوله تعليق خزانه
02_0530|انا حزين سبب اسره بعيد
02_0531|انا سعيد سبب جو اضاءه واضح شمس
02_0532|الان اطفال مع اخذ ذهاب مدرسه انا
02_0533|ماضي عمل تعب صيف الان راحه سعيد
02_0534|انا اخت بنت رغبه خياطه ملابس
02_0535|استفهام اسم هو كلب قصير اسم
02_0536|لا ماضي بطن الم لا_يوجد
02_0537|انا سعيد سبب الحمدلله الان راس الم الحمدلله لا_يوجد
02_0538|الان مطر مشاهده صعب مشكله سبب مظله لا_يوجد
02_0539|انا رغبه لا تعليق خزانه تعليق رغبه لا
02_0540|وجوب هو الان نوم
02_0541|استفهام هو رغبه بيض ملح تذوق حار مع
02_0542|انا اب هو رغبه بيض مع تذوق حار لا
02_0543|انا رغبه منزل صغير مع فتح هواء
02_0544|وجوب الان استيقاظ خبز ساعه اربع ربع صباح كل_يوم
02_0545|الان اكل كل_يوم ممكن
02_0546|انا الان لقاء صديق قديم منقط قديم
02_0547|لا دخان مع عمل دخان لا
02_0548|الان يوم ولاده تاريخ سوال شهر ماضي
02_0549|انا شراء تذكره اربع سبب دخول فتح منقط قديم
02_0550|رغبه بحث رغبه بنت زواج
02_0551|انا اخ ابن طويل
02_0552|اخ خال بنت ابن مولود موت ماضي
02_0553|انا ولد_عم انا كره مدرسه بعيد
02_0554|انا ابن بنت دجاج شوي
02_0555|انا ابن استيقاظ وقت قبل
02_0556|اب تدريب مستمر صدقه دفع فقير دفع مستمر
02_0557|انا اب اخبرني قول رغبه لون سوال
02_0558|انا اب اخ ولد_عم جميع عمل حداده حديد
02_0559|انا اب عمل رقم سوال وزاره تصليح
02_0560|اخ بنت معلم كيمياء سوال ثانوي
02_0561|انا اخ اختيار بنت شباب وجه جميل
02_0562|انا اخ خاص تخصص تدريب قراءه_شفاه كلام
02_0563|انا اخ حزين سبب هو مع ذهاب مباراه كره_قدم
02_0564|انا اخ رسم تصميم علم السعوديه كتاب مدرسه
02_0565|انا اخ معلم صم
02_0566|انا اسره ام اب ثلاث بنت ثلاث ولد اثنين 
02_0567|انا صلاه خمس وقت اتقان
02_0568|انا طاعه ام اب
02_0569|انا معرفه رياضه فائده جسم
02_0570|اسبوع قريب ترفيه حفل ولد_عم زواج
02_0571|حمايه السعوديه ملاحقه تجاره مخدرات
02_0572|اسبوع_قادم انا طياره سبب عمره احرام
02_0573|اسبوع_قادم قريب اب وصول الرياض
02_0574|بنت شخص هو حب لون وردي لون بنفسجي لون اصفر لون فضي
02_0575|شخص بنت حب موسيقى
02_0576|دخان تدخين هو ممنوع قريب بنزين
02_0577|جميع حب سوال ولد شخص كريم
02_0578|ولد اشخاص السعوديه ملابس غتره عقال
02_0579|رحله سعيد جميع سعيد
02_0580|رحمه جميع انسان اشخاص مسلم
02_0581|الرياض عاصمه السعوديه
02_0582|ضباب حادث
02_0583|طريق منزل امام قريب
02_0584|شخص عمل هو شخص رسم منزل صبغ لون ابيض
02_0585|قرد اكل موز
02_0586|كتاب فوق تعليق تعليق خزانه ملابس
02_0587|لون احمر لون دم
02_0588|الان ليل غيوم زياده
02_0589|شرب ري حديقه
02_0590|محامي دعم حق
02_0591|مخدرات انواع سبب مشكله خطر جسم انسان
02_0592|بنت خوف سوال ثعبان
02_0593|معلم هو تعليم مدرسه اشخاص سوال مكان مدرسه
02_0594|ملك السعوديه زياره سوال فرنسا
02_0595|انسان سعيد سبب اجازه عيد ذبح
02_0596|انسان جميع ابتسامه سبب قريب شهر رمضان
02_0597|شخص ولد شراء زهره تقديم ام
02_0598|شخص ولد هو حب لون اسود لون رمادي ذهبي ازرق بني
02_0599|الان صيف اكل مكرونه كوسا دجاج
02_0600|الان عم زياره عوده منزل
02_0601|الان مدرسه الان معرفه رياضه فائده جسم
02_0602|جد هو حب لون احمر شديد
02_0603|انا ام قدره وجه قدره عالم
02_0604|انا ام شراء متر عشرين م ت ر قماش
