id|gloss|text
03_0552|اخ خال بنت ابن مولود موت ماضي|ابن خالتي الرضيع توفي يوم امس
03_0553|انا ولد_عم انا كره مدرسه بعيد|ابن عمي يكره المدرسه
03_0554|انا ابن بنت دجاج شوي|ابنتي تشوي الدجاج
03_0555|انا ابن استيقاظ وقت قبل|ابني يستيقظ قبل الوقت
03_0556|اب تدريب مستمر صدقه دفع فقير دفع مستمر|ابي دائما يتصدق للفقراء
03_0557|انا اب اخبرني قول رغبه لون سوال|ابي قال لي يا خالد تحب اي لون ما هو
03_0558|انا اب اخ ولد_عم جميع عمل حداده حديد|ابي واخي و ابن عمي جميعهم يعملون بالحداده
03_0559|انا اب عمل رقم سوال وزاره تصليح|ابي يعمل محاسبا في وزاره الصناعه
03_0560|اخ بنت معلم كيمياء سوال ثانوي|اختي معلمه فيزياء فبي الثانويه
03_0561|انا اخ اختيار بنت شباب وجه جميل|اخي اختار شابه جميله
03_0562|انا اخ خاص تخصص تدريب قراءه_شفاه كلام|اخي اخصائي تدريب نطق
03_0563|انا اخ حزين سبب هو مع ذهاب مباراه كره_قدم|اخي حزين لانه لم يذهب معنا لمشاهده مباراه كره القدم
03_0564|انا اخ رسم تصميم علم السعوديه كتاب مدرسه|اخي رسم علم السعوديه في الدفتر المدرسي
03_0565|انا اخ معلم صم|اخي يعمل معلما للاشخاص الصم
03_0566|انا اسره ام اب ثلاث بنت ولد اثنان بنت|اسرتي تتكون من امي و ابي و ثلاث بنات و ولدين
03_0567|انا صلاه خمس وقت اتقان|اصلي الصلوات الخمس في وقتها
03_0568|انا طاعه ام اب|اطيع ابي و امي
03_0569|انا معرفه رياضه فائده جسم|اعلم ان الرياضه مفيده للجسم
03_0570|اسبوع قريب ترفيه حفل ولد_عم زواج|الاسبوع القادم حفله زواج ابن عمي
03_0571|حمايه السعوديه ملاحقه تجاره مخدرات|الامن السعودي يلاحق تجار المخدرات
03_0572|اسبوع_قادم انا طياره سبب عمره احرام|الاسبوع القادم ساسافر لاداء العمره
03_0573|اسبوع_قادم قريب اب وصول الرياض|الاسبوع القادم والدي يصل الي الرياض
03_0574|بنت شخص هو حب لون وردي لون بنفسجي لون اصفر لون فضي|البنت تحب اللون الوردي و البنفسجي و الاصفر و الفضي
03_0575|شخص بنت حب موسيقى|البنت تحب الموسيقى
03_0576|دخان تدخين هو ممنوع قريب بنزين|التدخين ممنوع في محطات الوقود
03_0577|جميع حب سوال ولد شخص كريم|الجميع يحب الشخص الكريم
03_0578|ولد اشخاص السعوديه ملابس غتره عقال|الرجال السعوديون زيهم يتكون من غتره وعقال
03_0579|رحله سعيد جميع سعيد|الرحله ممتعه والجميع سعيد
03_0580|رحمه جميع انسان اشخاص مسلم|الرحمه صفه المسلم
03_0581|الرياض عاصمه السعوديه|الرياض عاصمه السعوديه
03_0582|ضباب حادث|الضباب يسبب حوادث السير
03_0583|طريق منزل امام قريب|الطريق امام بيتي ضيق
03_0584|شخص عمل هو شخص رسم منزل صبغ لون ابيض|العامل يصبغ البيت باللون الاحمر
03_0585|قرد موز|القرد الموز
03_0586|كتاب فوق تعليق تعليق خزانه ملابس|الكتاب فوق خزانه الملابس
03_0587|لون احمر لون دم|اللون الاحمر هو لون الدم
03_0588|الان ليل غيوم زياده|الليله في غيوم كثيره
03_0589|شرب ري حديقه|الماء يسقي الزرع
03_0590|محامي دعم حق|المحامي يدعم الحق
03_0591|مخدرات انواع سبب مشكله خطر جسم انسان|المخدرات تسبب مشاكل خطره على جسم الانسان
03_0592|بنت خوف سوال ثعبان|المراه تخاف من الثعبان
03_0593|معلم هو تعليم مدرسه اشخاص سوال مكان مدرسه|المعلم يعلم الطلبه في المدرسه
03_0594|ملك السعوديه زياره سوال فرنسا|الملك السعودي يزور فرنسا
03_0595|انسان سعيد سبب اجازه عيد ذبح|الناس سعداء بسبب عيد الاضحى
03_0596|انسان جميع ابتسامه سبب قريب شهر رمضان|الناس فرحين جداً بسبب قرب شهر رمضان
03_0597|شخص ولد شراء زهره تقديم ام|الولد اشترى باقه زهور و قدمها لامه
03_0598|شخص ولد هو حب لون اسود لون رمادي ذهبي ازرق بني|الولد يحب اللون الاسود و الرمادي و الذهبي و الازرق و البني
03_0599|الان صيف اكل مكرونه كوسا دجاج|اليوم الظهر وجبه الغداء مكرونه و كوسا و دجاج
03_0600|الان عم زياره عوده منزل|اليوم عمي سيقوم بزيارتنا
03_0601|الان مدرسه الان معرفه رياضه فائده جسم|اليوم في المدرسه تعلمت الرياضه مفيده للجسم
03_0602|جد هو حب لون احمر شديد|اما جدي فيحب اللون الاحمر الشديد
03_0603|انا ام قدره وجه قدره عالم|امي اجمل امراه في العالم
03_0604|انا ام شراء متر عشرين م ت ر قماش|امي اشترت عشرين مترا قماشا
03_0605|انا ام خلط صيف اكل خلط سوال تقطيع رز سوال دجاج شواء|امي اعدت غداء اليوم وهو ملوخيه و رز و دجاج مشوي
03_0606|انا حب السعوديه عربيه جميع|انا احب السعوديه و الامه العربيه
03_0607|انا رغبه ذهاب سوال وقت سبع ربع|انا ارغب بالذهاب الساعه سبعه و ربع
03_0608|انا رغبه ذهاب طياره موقع فرنسا|انا ارغب بالسفر لفرنسا
03_0609|انا شرب ماء نظيف|انا اشرب الماء النظيف
03_0610|انا زكام اسبوع واحد|انا اصبت بالزكام لاسبوع واحد فقط
03_0611|انا عمل عشر_ساعات كل_يوم هو تعب|انا اعمل عشره ساعات يوميا و هذا متعب للغايه
03_0612|انا الان ذهاب سوال شراء صيدليه|انا اليوم اذهب لاشتري من الصيدليه
03_0613|انا ماضي مشاهده قرد جميل|انا امس شاهدت قرد حلو
03_0614|انا مساعده شخص كفيف|انا ساعدت الشخص الكفيف
03_0615|انا سعيد سبب زواج صديق ع ل ي انا لا|انا سعيد السبب زواج صديقي علي
03_0616|انا زواج ابن بنت عمر اربع_عشر سن ولد هو عمر احد_عشر سن|انا متزوجه وعندي بنت عمرها اربعه عشر سنه وولد عمره احد عشر سنه
03_0617|انا مفلس مال لا_يوجد سبب راتب قليل شهر لا_يوجد|انا مفلس السبب الراتب لم استلمه
03_0618|انا خال مع ذهاب زهره|انا وخالي ذاهبان الي الحديقه
03_0619|هو تفضل ذهاب مسجد خطوات يمين|انت ادخل المسجد بقدمك اليمنى
03_0620|هو مدرسه تركيز سبب بعد ج اختبار قدره|انت ادرس بتركيز حتى تجيب على الامتحان جيدا
03_0621|هو شراء حمص فلافل|انت اشتري حمص وفلافل
03_0622|هو ماضي مشاهده تلفاز فيلم سينما هو|انت امس هل شاهدت تلفزيون فيلم
03_0623|هو خبير لغه اشاره ماشاءلله|انت خبير لغه اشاره ماشاءالله
03_0624|انت كذب كثير هو|انت كذاب كثير
03_0625|انسحاب تدريب دوره لغه اشاره موقع شرطه|انهيت دوره بلغه الاشاره في معهد الشرطه
03_0626|تفضل منزل جار|اهلا وسهلا بجارنا
03_0627|جميع تعب اعاقه|الجميع متعبين و منهكين
03_0628|انا مشاركه مع اخ|اشارك اخي
03_0629|ماضي انا ذهاب شركه اتصالات|بالامس ذهبت لشركه الاتصالات
03_0630|ماضي زياره تفضل منزل|بالامس زارنا ضيف
03_0631|ليل سياحه ممنوع|بالليل التجول ممنوع
03_0632|بعد اكل انتهاء انسحاب وجوب موقع نظيف سرعه|بعد اكل الطعام والانتهاء منه يجب تنظيف المكان بسرعه
03_0633|بعد اسبوع اثنان اب وصول الرياض|بعد اسبوعين يصل والدي الى الرياض
03_0634|منزل انا امام مسجد|بيتي امام المسجد
03_0635|تذكره كاس عالم مال سوال|تذكره كاس العالم ثمنها كم
03_0636|جد خلف مساعده قطف حبه اسود زيتون|جدي ساعدني في قطف اشجار الزيتون
03_0637|جد انا اخ سعيد سبب اب وصول صحه|جدي واخوتي سعداء بعوده ابي من السفر
03_0638|خال رئيس جمعيه صم سوال المغرب|خالي رئيس جمعيه الصم في المغرب
03_0639|انا خال زهره حديقه زهره|خالي يزرع الشجر
03_0640|داخل سياحه ممنوع اكل عصير انواع|داخل المعرض يمنع الاكل و الشرب
03_0641|انا مشاهده منزل جميل الرياض لون اصفر باب لون اسود|رايت بيتا جميلا في الرياض لونه اصفر والباب لونه اسود
03_0642|شخص ولد مسعف اسعاف احمر مساعده انسان|رجل الاسعاف يساعد الناس
03_0643|انا سعيد عمل مع صم|سعيده بالعمل مع الصم
03_0644|الان لقاء وقت احد_عشر نصف|سنتقابل الساعه احد عشر و نصف
03_0645|مشاهده رسم لون انواع|شاهدت الرسام يرسم بالوان متعدده
03_0646|صخر جبل تدحرج اسفل|صخره كبيره من اعلى الجبل سقطت
03_0647|سمع جرس الم|صوت الجرس مزعج
03_0648|فيل صوت غير|صوت الفيل غريب
03_0649|مدرسه شخص هو خوف اختبار هو|طالب المدرسه خائف في الامتحان
03_0650|رقم اسره هو سوال|عدد افراد اسرتك كم
03_0651|رقم تفضل ترفيه حفل الف اعلى|عدد حضور الحفل الف و اكثر
03_0652|هو اكل قبل بعد وجوب غسل_يد|عند تناول الطعام قبل وبعد انا اغسل يدي
03_0653|سجن انا مشاهده شاب بكاء|في السجن انا رايت شاب يبكي
03_0654|صين منطقه هو جميع انسان حب رز مكرونه|في الصين جميع الناس يحبون الرز و المكرونه
03_0655|انا عمل صديق هو كسل تعب فاضي هو|في العمل زميل لي ممل و متعب و كسول
03_0656|انا لقاء عمل مسوول هو قول غدا عوده|قابلت الموظف المسؤول وقال لي راجعني غدا
03_0657|قبل ذهاب منزل وجوب ضغط جرس|قبل دخولي للمنزل اقرع جرس الباب
03_0658|قبل سن عشر ماضي انا ذهاب حج مع مركز صم|قبل عشر سنوات سافرت للحج مع مركز الصم
03_0659|كل_يوم قبل صباح انا استيقاظ|كل يوم قبل صلاه الفجر انا استيقظ
03_0660|ماشاءلله انت ممتاز|ما شاء الله انت رائع
03_0661|عمل طياره هو شخص تعامل ابتسامه|موظف المطار يتميز بحسن التعامل و الابتسامه
03_0662|شخص عمل خوف تعيين|موظف جديد تم تعيينه
03_0663|انا جميع دعم صديق صم|نحن ندعم اصدقائنا الصم
03_0664|رقم نسبه فاضي عمل لا_يوجد رقم زياده كل_سنه|نسبه البطاله في المجتمع تزداد كل عام
03_0665|نعم ماضي مشاهده فيلم سينما جميل واضح|نعم امس شاهدت فيلم جميل كثير
03_0666|انا محفظه داخل|نقودي اضعها داخل المحفظه
03_0667|هو شخص قبيح|هذا الشخص قبيح
03_0668|هو مدرسه جامعه انسحاب استفهام|هل انهيت دراستك الجامعيه
03_0669|استفهام هو كلام حق|هل تقول الصدق
03_0670|كل_يوم اخت بنت استيقاظ قبل صلاه صباح|يوميا اختي تستيقظ قبل صلاه الفجر
03_0671|سن مستمر جميع خير جميع|كل عام و انت بخير
03_0672|انا حب صفحه قصص قراءه|احب قراءه القصص
03_0673|استفهام هو نيه حب سوال|ما هي هواياتك
03_0674|انا رقم مال شركه خاص|انا محاسب مالي في شركه خاصه
03_0675|استفهام سوال موقع طياره|اين هو المطار
03_0676|تاريخ سوال طياره وقت|متى وقت الرحله
03_0677|استفهام طريقه ازدحام|هل الطريق مزدحم
03_0678|انا رغبه شراء بقره ابن مولود|اريد شراء حليب لطفلي الرضيع
03_0679|استفهام بنك الان مفتوح|هل البنك مفتوح اليوم
03_0680|لا مفلس مال لا_يوجد مظله|لا يوجد لدي مال لشراء مظله
03_0681|استفهام سوال معلم لغه عربيه|اين معلمه اللغه العربيه
03_0682|ابن بنت حب معلم مدرسه|ابنتي تحب معلمه الصف
03_0683|انا حفظ طياره فندق انا خاص|لدي حجز في الفندق
03_0684|استفهام غرفه فاضي_2 هو|هل لديك غرف شاغره
03_0685|انا لا حب دخان|انا لا احب التدخين
03_0686|انا حزن سوال سكر نسبه رخيص|اعاني من انخفاض في السكر
03_0687|انا رغبه دواء زكام صدر|اريد دواء للزكام و الكحه
03_0688|انا ابن صدر راس الم|ابني يعاني من كحه وصداع
03_0689|سياره نافذه ضرب كسر_نافذه هو|نافذه السياره مكسوره
03_0690|انا جوال عطل|هاتفي لا يعمل
03_0691|انا حب ذهاب بحر وقت اربع_العصر|احب الذهاب للبحر في العصر
03_0692|انا ذهاب اسره مع اسره مع سوال ابها تاريخ صيف|نذهب انا وعائلتي الي ابها في الصيف
03_0693|انا منزل ايجار صغير|انا اسكن في شقه صغيره
03_0694|انا عمل لا_يوجد|انا عاطل عن العمل
03_0695|انا خاص شهاده ثانوي|لدي شهاده الثانويه العامه
03_0696|استفهام هو خبره شهاده يوجد|هل لديك خبره
03_0697|انا عقل خبره شهاده لا_يوجد|ليس لدي خبره في هذا العمل
03_0698|استفهام سياره هو سوال اسم|مانوع سيارتك
03_0699|انا سياره لا_يوجد|ليس لدي سياره
03_0700|انا رغبه شراء سياره لون رمادي|اريد شراء سياره لونها رمادي
03_0701|انا رغبه اجازه عمل|اريد طلب اجازه من العمل
03_0702|رقم وقت طويل اجازه|كم مده الاجازه
03_0703|تاريخ فتح اجتماع|متى يبدا الاجتماع
03_0704|لا تاخير اجتماع|لا تتاخر على الاجتماع
03_0705|انا مدير طيب|مديري في العمل طيب
03_0706|هو صديق هو مساعده عمل|يساعدني زميلي في العمل
03_0707|انا الان عمل قدره|سانجز العمل اليوم
03_0708|انا لا زواج لا_يوجد|انا لست متزوج
03_0709|انا مع ام اب اخ مع|اعيش مع امي و ابي و اخوتي
03_0710|الان لقاء بنت خال ابن ماضي|التقيت بابن خالتي امس
03_0711|انا ذهاب مع اخ شركه اتصالات|ذهبت مع اخي الى شركه الاتصالات
03_0712|انا رغبه شراء سكر عسل لوحه بقاله|نحتاج شراء سكر وعسل من السوبرماركت
03_0713|انا مال انا لا_يوجد|ليس لدي مال كافي
03_0714|انا رغبه فتح رقم حساب بنك|اريد فتح حساب في البنك
03_0715|انا اخ بنت عمل د سن|اختي تعمل طبيبه اسنان
03_0716|انا اخ ولد مدرسه خطه الصين|اخي يدرس الهندسه في الصين
03_0717|انا ضياع محفظه مال|اضعت محفظه نقودي
03_0718|انا رغبه رقم محامي ذكي|احتاج رقم محامي ذكي
03_0719|انا قدره حج سن ماضي|قمت بالحج السنه الماضيه
03_0720|انا اخ انتهاء سجن افراج|خرج اخي من السجن
03_0721|الان مدرسه موضوع الان كيمياء صعب الان|درس الفيزياء صعب اليوم
03_0722|حبه اسود ز ي ت و ن حبه فائده جسم|الزيتون مفيد للجسم
03_0723|استفهام سوال موقع بنزين|اين محطه الوقود
03_0724|منطقه المغرب جميل|دوله المغرب جميله
03_0725|انا حب اخضر تقطيع نار رز مع خلط|احب الملوخيه مع الرز
03_0726|انا مشاهده ثعبان صخره تحت مشاهده|رايت ثعبان تحت الصخره
03_0727|انا رغبه لا فلافل|لا احب الفلافل
03_0728|انا اخ حب حمص|اخي يحب الحمص
03_0729|انا شراء ام عطر تقديم|اشتريت لامي عطر هديه
03_0730|فرنسا قدره كاس كره_قدم عالم|فرنسا فازت بكاس العالم لكره القدم
03_0731|انا شراء اخ بنت ساعه لون فضي ذهبي بنفسجي|اشتريت لاختي ساعه لونها ذهبي و بنفسجي
03_0732|استفهام قدره خزانه|هل استطيع ان افتح النافذه
03_0733|لا هو لا مال اعطاء الباقي|لم تعطيني باقي النقود
03_0734|كيفيه وصول موقع قطار باص|كيف اصل لمحطه الحافلات
03_0735|استفهام هو ترتيب واضح اعاده|هل يمكنك شرح ذلك مره اخرى
03_0736|استفهام انا قدره دخول|هل يمكنني الدخول
03_0737|استفهام رقم مال عطر|كم ثمن هذا العطر
03_0738|كيفيه وصول مكتبه موقع|كيف اصل الى المكتبه
03_0739|عطر ضياع اعاقه|العطر سقط و انكسر
03_0740|استفهام انا قدره حذاء دخول قدره|هل يمكنني ان اقيس الحذاء
03_0741|حذاء كبير رغبه صغير|الحذاء كبير اريد حذاء اصغر
03_0742|استفهام هو جاكيت كبير|هل لديكم جاكيت مقاس كبير
03_0743|رغبه سوال جاكيت نظر تجربه قياس لون احمر|اريد ان اقيس الجاكيت الاحمر
03_0744|انا رغبه حذاء مقاس رقم اربعون|اريد حذاء مقاس اربعين
03_0745|انا مشاهده فستان نظر سعيد لا|لم يعجبني الفستان هذا
03_0746|فستان ملابس صغير|الفستان هذا قصير جدا
03_0747|رقم شرطه جوال|كم رقم الشرطه
03_0748|شخص شعار احمر اسعاف سرعه|رجل الاسعاف سريع
03_0749|مباره كاس عالم الان ممتاز|مباراه كاس العالم اليوم ممتعه
03_0750|يوم الخميس مع اب سوال حديقه|يوم الخميس اذهب مع ابي الى المزرعه
03_0751|انا اخ رغبه رسم كتاب|اختي تحب الرسم في الدفتر
03_0752|خلط جد ماضي لذيذ|طبخ جدتي لذيذ
03_0753|طفل طفل بكاء سبب جوع|الطفل يبكي لانه جائع
03_0754|اعطاء ملح استئذان|اعطني الملح من فضلك
03_0755|بحر امتلاء ازدحام|الشاطئ مزدحم اليوم
03_0756|وجوب جميع كلام صدق مستمر|يجب ان تقول الصدق دائما
03_0757|لا خوف ثعبان|لا تخاف من الثعبان
03_0758|حديد حداد عمل ثقيل تعب|الحداده عمل متعب
03_0759|صغير رمي سوال قط|الطفل ضرب القطه
03_0760|انا اخ مشكله عم ابن مشكله|تشاجر اخي مع ابن عمي
03_0761|جد انا موت يوم الاربعاء|جدي توفي يوم الاربعاء
03_0762|انا اخ استفراغ مدرسه يكره|اخي يكره المدرسه
03_0763|انا ابن دجاج شواء ثاني سمكه شواء|ابني يشوي الدجاج و السمك
03_0764|انا اب عم عمل حداد حديد|ابي وعمي يعملون بالحداده
03_0765|خال عمل وزاره تصليح|خالي يعمل في وزاره الصناعه
03_0766|انا رسم علم السعوديه سوال مدرسه داخل|انا رسمت علم السعوديه في الصف
03_0767|انا مستمر مشي كل_يوم رياضه|امارس رياضه المشي كل يوم
03_0768|سبعه اسبوع_الماضي انا عمره احرام|الاسبوع الماضي اديت العمره
03_0769|انا اب غتره عقال|يلبس ابي غتره و عقال
03_0770|استفهام عاصمه السعوديه|ما هي عاصمه السعوديه
03_0771|غيوم ثقيل بعد مطر|الغيوم الثقيله تجلب المطر
03_0772|تاجر تجاره مخدرات وصول سجن|تجار المخدرات يذهبون الى السجن
03_0773|معلم تعليم مدرسه قراءه|المعلم يعلم الطلبه القراءه
03_0774|اجازه عيد اجازه انا عيد غدا ذبح فتح|اجازه عيد الأضحى تبدا غدا
03_0775|انا حب شهر رمضان|انا احب شهر رمضان
03_0776|رغبه جميع شراء دجاج كوسا مربى|نحتاج ان نشتري دجاج وكوسا ومربى
03_0777|غدا ولد_عم تفضل زياره منزل انا|غدا ابن عمي سيقوم بزيارتنا
03_0778|الان مدرسه الان معرفه رسم|اليوم في المدرسه تعلمت الرسم
03_0779|انا رغبه شراء عشرون متر م ت ر قماش|احتاج ان اشتري عشرين متر قماش
03_0780|انا ام الان صباح اكل خلط|امي اعدت فطور اليوم
03_0781|انا حب السعوديه|انا احب السعوديه
03_0782|انا ذهاب وقت اربع|ساذهب الساعه الرابعه عصرا
03_0783|انا رغبه ذهاب طياره سوال المغرب|انا ارغب بالسفر لدوله المغرب
03_0784|انا زكام اسبوع_ماضي|انا اصبت بالزكام الاسبوع الماضي
03_0785|انا عمل وقت ثمان_ساعات كل_يوم|انا اعمل ثمان ساعات يوميا
03_0786|انا ذهاب صيدليه مع اب|ذهبت الى الصيدليه مع ابي
03_0787|شخص ولد هو كفيف وجوب مساعده|الشخص الكفيف يحتاج الى المساعده
03_0788|انا اخ بنت زواج ابن عمر سن اثنان|اختي متزوجه و لديها ولد عمره سنتان
03_0789|سبب راتب شهر|لماذا لم تستلم الراتب
03_0790|انا اخ مدرسه تركيز|اخي يدرس بتركيز
03_0791|استفهام هو رغبه مشاهده فيلم سينما تلفاز مشاهده|هل تريد ان تشاهد فيلم في التلفيزيون
03_0792|انا منزل جانب هذا ولد كريم طيب|جارنا رجل طيب و كريم
03_0793|سبب جميع تعب اعاقه سبب|لماذا الجميع متعبين و منهكين
03_0794|مشاركه مع اخ بنت تكنيس نظيف منزل|اشارك اختي في تنظيف المنزل
03_0795|سياحه ترفيه ممنوع الان|التجول ممنوع الان
03_0796|بعد اكل وجوب صحن غسل نظيف|بعد اكل الطعام انظف صحني
03_0797|بعد غدا سفر اخ سوال وصول ابها|بعد غد يصل اخي الى ابها
03_0798|رغبه تذكره كاس عالم|اريد تذكره لكاس العالم
03_0799|اختيار اسود صباح|نقطف اشجار الزيتون في الصباح
03_0800|اب انا رئيس جمعيه صم السعوديه|ابي رئيس جمعيه الصم في السعوديه
03_0801|انا مشاهده منزل جميل لون رمادي اصفر|رايت بيت جميل لونه رمادي و اصفر
03_0802|استفهام سمع جرس|هل تسمع صوت الجرس
03_0803|مدرسه هو قدره اختبار|طالب المدرسه نجح في الامتحان
03_0804|رقم هو اخ|كم لديك اخوه
03_0805|رقم حفل مدرسه اشخاص رقم اثنان ثلاث_اصفار|عدد حضور حفل المدرسه الفين
03_0806|انا اكل خفيف اكل|اتناول الطعام بهدوء
03_0807|رقم سجن قضبان|كم عدد المساجين في هذا السجن
03_0808|ذهاب حج ماضي سن ثلاث_سنوات مع اب|سافرت للحج قبل ثلاث سنوات مع ابي
03_0809|كل_يوم قبل صباح قراءه قران كتاب|كل يوم قبل صلاه الفجر اقرا القران
03_0810|انا حب صديق صم|انا احب صديقي الاصم
03_0811|رقم نسبه فاضي عمل لا_يوجد مجتمع|كم نسبه البطاله في المجتمع
03_0812|انا مشاهده فيلم سينما طويل|شاهدت فيلم طويل جدا
03_0813|شخص هو طير هو قبيح|هذا الطائر قبيح
03_0814|وجوب كلام صدق مستمر|يجب ان تقول الصدق دائما
03_0815|انا ام استيقاظ صباح قبل سبب خلط اكل|امي تستيقظ قبل صلاه الفجر لتعد الفطور
03_0816|لا هو فاضي|لا تكن شخص كسول
03_0817|انا نوم ليل وقت تسع ليل|انام ليلا الساعه التاسعه
03_0818|انا حب لون ذهبي كره لون فضي|احب اللون الذهبي و اكره اللون الفضي
03_0819|انا اسم ع ل ي هو اسم سوال|اسمي علي ما اسمك
03_0820|انا مدرسه قراءه قران كتاب|انا اقرا القران
03_0821|انا اخ بنت حب لون بنفسجي ام حب لون رمادي|اختي تحب اللون البنفسجي و امي تحب اللون الرمادي
03_0822|انا حب صلاه قراءه مدرسه|احب الصلاه و قراءه القران
03_0823|اكل خلط مستشفى فائده|الطعام الصحي مفيد
03_0824|اخ بنت ابن طفل جميل|ابنه اختي الصغيره جميله
03_0825|انا اخ طياره سوال فرنسا الان صيف|انا و اخي سنسافر لفرنسا هذا الصيف
03_0826|حقيبه_يد حقيبه_ظهر مدرسه ثقيل|حقيبه المدرسه ثقيله جدا
03_0827|انا اخ معرفه سياره بنت|اختي تتعلم قياده السياره
03_0828|انا مساعده جد ري حديقه|اساعد جدتي وهي تسقي الزرع
03_0829|مساعده جد ولد مشي مساعده|اساعد جدي في المشي
03_0830|لا انا صديق لا_يوجد مدرسه|ليس لدي اصدقاء في المدرسه
03_0831|كيفيه معرفه لغه اشاره|كيف اتعلم لغه الاشاره
03_0832|وجوب وضوء قبل الصلاه|يجب ان تتوضا قبل الصلاه
03_0833|انا ولد_عم مع ذهاب صيد سمكه|انا وابن عمي سنذهب لصيد السمك
03_0834|انا انف منزل جار|انا احترم جاري
03_0835|انا زياره اقارب غدا|سوف ازور اقاربي غدا
03_0836|خال بنت هو مدير مدرسه|خالتي تعمل مديره مدرسه
03_0837|انا حب اكل منزل|احب ان اكل في المنزل
03_0838|انا حفظ قران مدرسه سوال مدرسه موقع|انا احفظ القران في المدرسه
03_0839|انا مدرسه مركز معرفه مركز لغه انجليزيه|انا ادرس في معهد اللغه الانجليزيه
03_0840|انا رغبه مساعده معرفه مدرسه|احتاج مساعده في مذاكره دروسي
03_0841|انا ذهاب مركز لغه انجليزيه كل_يوم|انا اذهب لمعهد اللغه الانجليزيه كل يوم
03_0842|انا ذهاب منزل صديق بنت يوم السبت|سوف اذهب لمنزل صديقتي يوم السبت
03_0843|لا اكل قبل نوم|لا تاكل قبل النوم
03_0844|انا حب سوال سمع موسيقى صباح|احب ان استمع للموسيقى في الصباح
03_0845|جد ولد ذهاب سوال صلاه الجمعه|جدي ذهب لصلاه الجمعه
03_0846|انا ابن مشي سوال بحر|انا و ابني نمشي على الشاطئ
03_0847|انا رغبه جديله صبغ لون سوال ذهبي|اريد ان اصبغ شعري للون الاشقر
03_0848|اخ وفاه اسبوع_ماضي الله رحمه|اخي مات قبل اسبوع الله يرحمه
03_0849|انا سياحه مدرسه سوال منقط قديم|لدينا رحله مدرسيه للمتحف
03_0850|تاريخ سوال يوم اجازه السعوديه علم يوم|متى عطله اليوم الوطني السعودي
03_0851|انا رغبه شراء حفيد ترفيه تقديم|اريد ان اشتري لعبه لحفيدي
03_0852|جد انسحاب مستشفى الان|جدي يخرج من المستشفى اليوم
03_0853|لا رغبه حب اقارب خال بنت ابن هو كذب|لا احب ابن خالتي كذاب
03_0854|استفهام هو ابن بنت ذهاب مدرسه|هل تذهب ابنتك للمدرسه
03_0855|عمر بنت اخ طفل عمر سنه نصف|عمر اختي الصغيره سنه و نصف
03_0856|تاريخ سوال مدرسه انسحاب|متي تنتهي من المدرسه
03_0857|وجوب ان دواء صباح|يجب ان تاخذ الدواء صباحا
03_0858|باص مدرسه وقت وصول منزل سبعه صباح|حافله المدرسه تاتي الساعه السابعه صباحا
03_0859|جد بنت مدرسه قراءه جهل|جدتي لا تعرف القراءه
03_0860|انا رغبه شراء غتره عقال سبب عيد اجازه|اريد ان اشتري غتره وعقال للعيد
03_0861|سياره انا غسل صباح|غسلت سيارتي في الصباح
03_0862|منزل امام هنا بحر|بيتي امام البحر
03_0863|انا شرب اضافه جسم كل_يوم صباح|اشرب البروتين كل يوم في الصباح
03_0864|مدرسه سباحه معرفه ممتاز|درس السباحه ممتع
03_0865|جبل صعود ثقيل|صعود الجبل متعب
03_0866|الاثنين يوم ماضي ذهاب مستشفى|يوم الاثنين الماضي ذهبت للمستشفي
03_0867|عيد اجازه ذبح|عيد اضحى مبارك
03_0868|اب انا بناء مسجد كبير|ابي يبني مسجدا كبيرا
03_0869|طفل هو معرفه سباحه|الطفل يتعلم السباحه
03_0870|صلاه مسجد داخل قدره|الصلاه في المسجد افضل
03_0871|استفهام د قول سوال|ماذا قال لك الطبيب
03_0872|ابن اكل مستشفى لا|الولد ياكل طعام غير صحي
03_0873|استفهام كتابه هذا هو|هل القلم هذا لك
03_0874|كتاب هذا كسل امتلاء|هذا الكتاب ممل
03_0875|انا مترجم لغه سرعه معرفه لا|لا افهم المترجم سريع جدا
03_0876|نوم داخل طياره داخل نوم سعيد لا|النوم بالطائره غير مريح
03_0877|انا مشاهده غدا ان_شاء_لله|اراك غدا ان شاء الله
03_0878|طفل بكاء زياده|يبكي الطفل كثيرا
03_0879|انا لقاء قدره|تشرفت بمعرفتك
03_0880|عمر جد بنت سن مئه|عمر جدتي مئه سنه
03_0881|هو حب ايس_كريم صح|انت تحب الايسكريم
03_0882|انا حب اكل طعم فلفل مع رز رغبه لا|لا احب الفلفل في الاكل
03_0883|استفهام هو سوال سعيد هو اب هو سعيد قدره|كيف حالك و حال والدك
03_0884|ذهاب استفهام ذهاب جد بنت زياره ذهاب هو|سنذهب لزياره جدتي
03_0885|نعم اخ صم|نعم اخي اصم
03_0886|استفهام هو اخ صم هو|هل اخوك اصم
03_0887|استفهام هو ابن هو|هل لديك ابناء
03_0888|زوج انا ملابس كوي عمل هو لون بني|زوجتي تقوم بكي قميص العمل البني
03_0889|ملابس تعليق|اضع ملابسي في الخزانه
03_0890|انا رغبه شراء فيلا مع زهره كبير|اريد شراء منزل به حديقه كبيره
03_0891|ماضي انا سمع الم|امس كنت اعاني من الام شديده في الاذن
03_0892|وصول سرير خوف غدا|سيصل السرير الجديد غدا
